timestamp,label
1761473485.1961846,Relax
1761473485.2051978,Focus
1761473485.2172132,Focus
1761473485.2266939,Focus
1761473485.2357068,Focus
1761473485.2443633,Focus
1761473485.253372,Focus
1761473485.2639298,Focus
1761473485.275172,Anxiety
1761473485.2840993,Relax
1761473485.304696,Anxiety
1761473485.32075,Focus
1761473485.3297508,Relax
1761473485.3383603,Relax
1761473485.3470488,Focus
1761473485.3564231,Focus
1761473485.366443,Anxiety
1761473485.376147,Focus
1761473485.3868744,Anxiety
1761473485.3971777,Focus
1761473485.4067793,Focus
1761473485.4188182,Focus
1761473485.4281316,Focus
1761473485.4373071,Relax
1761473485.4463375,Anxiety
1761473485.4555402,Anxiety
1761473485.4646308,Focus
1761473485.4748578,Focus
1761473485.4843924,Anxiety
1761473485.4935994,Anxiety
1761473485.5028834,Focus
1761473485.5116045,Anxiety
1761473485.521268,Relax
1761473485.5309412,Relax
1761473485.5402918,Relax
1761473485.5500712,Anxiety
1761473485.5591319,Relax
1761473485.569254,Anxiety
1761473485.5783648,Anxiety
1761473485.5875149,Relax
1761473485.5965486,Anxiety
1761473485.6065915,Focus
1761473485.616014,Focus
1761473485.6251135,Relax
1761473485.6340659,Anxiety
1761473485.6435401,Focus
1761473485.6532004,Relax
1761473485.662397,Anxiety
1761473485.6713972,Anxiety
1761473485.68141,Relax
1761473485.690853,Anxiety
1761473485.6999397,Focus
1761473485.7090855,Focus
1761473485.7201777,Anxiety
1761473485.7295504,Relax
1761473485.7384608,Relax
1761473485.7479858,Focus
1761473485.7573617,Relax
1761473485.7669044,Relax
1761473485.7759583,Anxiety
1761473485.7857845,Focus
1761473485.7961793,Anxiety
1761473485.8057458,Focus
1761473485.815119,Relax
1761473485.8244927,Relax
1761473485.8335214,Relax
1761473485.842417,Relax
1761473485.8524437,Anxiety
1761473485.8624017,Relax
1761473485.8732154,Relax
1761473485.8828022,Anxiety
1761473485.8932948,Focus
1761473485.9022198,Focus
1761473485.9121695,Anxiety
1761473485.921476,Relax
1761473485.9303389,Anxiety
1761473485.9396684,Focus
1761473485.9492521,Anxiety
1761473485.9597943,Anxiety
1761473485.9689765,Anxiety
1761473485.9778717,Relax
1761473485.9869268,Focus
1761473485.995864,Relax
1761473486.005193,Relax
1761473486.014862,Relax
1761473486.0238593,Focus
1761473486.033881,Anxiety
1761473486.0435011,Focus
1761473486.0546725,Relax
1761473486.0634289,Anxiety
1761473486.0725024,Anxiety
1761473486.0810392,Focus
1761473486.0901964,Relax
1761473486.0997148,Relax
1761473486.109236,Focus
1761473486.118275,Relax
1761473486.1273565,Focus
1761473486.1359239,Anxiety
1761473486.1445692,Anxiety
1761473486.1539662,Relax
1761473486.1624808,Relax
1761473486.1715665,Focus
1761473486.1805863,Anxiety
1761473486.1896122,Anxiety
1761473486.1986258,Focus
1761473486.2089386,Relax
1761473486.2184389,Relax
1761473486.2275527,Relax
1761473486.2373052,Relax
1761473486.2463396,Focus
1761473486.2558959,Anxiety
1761473486.2649362,Anxiety
1761473486.2739575,Anxiety
1761473486.2834752,Anxiety
1761473486.292493,Focus
1761473486.302293,Focus
1761473486.3112986,Anxiety
1761473486.3208058,Relax
