timestamp,label
1761411346.9860854,Relax
1761411346.996605,Focus
1761411347.0083535,Relax
1761411347.0188677,Focus
1761411347.0310996,Focus
1761411347.0424607,Focus
1761411347.0526102,Focus
1761411347.061371,Focus
1761411347.0704088,Relax
1761411347.0794532,Focus
1761411347.089493,Focus
1761411347.0985324,Anxiety
1761411347.1078286,Relax
1761411347.1179152,Anxiety
1761411347.1276467,Anxiety
1761411347.1371868,Focus
1761411347.1465662,Focus
1761411347.157006,Relax
1761411347.1666675,Focus
1761411347.176262,Focus
1761411347.1857266,Anxiety
1761411347.1953049,Relax
1761411347.2042847,Anxiety
1761411347.2138543,Anxiety
1761411347.2259738,Anxiety
1761411347.235417,Relax
1761411347.2447057,Focus
1761411347.2573779,Focus
1761411347.2669325,Focus
1761411347.2766457,Focus
1761411347.2866297,Focus
1761411347.296509,Relax
1761411347.3076143,Focus
1761411347.3173563,Focus
1761411347.3267307,Relax
1761411347.335846,Focus
1761411347.3455925,Relax
1761411347.3553193,Relax
1761411347.3645527,Relax
1761411347.3751707,Relax
1761411347.3843217,Relax
1761411347.3938427,Relax
1761411347.4033546,Relax
1761411347.4130995,Focus
1761411347.4236276,Anxiety
1761411347.4326587,Focus
1761411347.4417624,Focus
1761411347.4512284,Relax
1761411347.460593,Anxiety
1761411347.4697847,Relax
1761411347.4790447,Focus
1761411347.490505,Anxiety
1761411347.4996073,Focus
1761411347.5092707,Relax
1761411347.5188048,Anxiety
1761411347.528219,Relax
1761411347.5377393,Focus
1761411347.5476902,Focus
1761411347.5568395,Relax
1761411347.5671465,Anxiety
1761411347.57626,Focus
1761411347.5858262,Anxiety
1761411347.5948758,Relax
1761411347.6036716,Anxiety
1761411347.6136441,Anxiety
1761411347.6237326,Focus
1761411347.6330645,Anxiety
1761411347.6422513,Anxiety
1761411347.6518269,Anxiety
1761411347.661344,Focus
1761411347.670257,Relax
1761411347.6793563,Anxiety
1761411347.6908233,Relax
1761411347.700157,Relax
1761411347.7092946,Focus
1761411347.718429,Relax
1761411347.7278469,Anxiety
1761411347.7374427,Focus
1761411347.7463386,Anxiety
1761411347.7583685,Anxiety
1761411347.7676547,Anxiety
1761411347.7771344,Relax
1761411347.7864296,Focus
1761411347.7958865,Focus
1761411347.8067205,Focus
1761411347.8159392,Anxiety
1761411347.8256183,Relax
1761411347.8346837,Relax
