timestamp,label
1761411341.9018116,Relax
1761411341.9114437,Focus
1761411341.9204745,Focus
1761411341.9293354,Focus
1761411341.9383981,Focus
1761411341.9469106,Focus
1761411341.9578016,Focus
1761411341.9668334,Relax
1761411341.9761894,Focus
1761411341.9862304,Focus
1761411341.9964304,Focus
1761411342.0072865,Focus
1761411342.0166905,Focus
1761411342.0268555,Relax
1761411342.035728,Relax
1761411342.0452518,Relax
1761411342.0552988,Focus
1761411342.0653317,Focus
1761411342.075996,Focus
1761411342.086283,Anxiety
1761411342.0963109,Focus
1761411342.1058273,Relax
1761411342.1148374,Focus
1761411342.1233444,Focus
1761411342.131856,Anxiety
1761411342.1407344,Relax
1761411342.1492603,Focus
1761411342.1582887,Relax
1761411342.1673188,Anxiety
1761411342.1767588,Anxiety
1761411342.186283,Anxiety
1761411342.195511,Relax
1761411342.2045481,Focus
1761411342.2140603,Anxiety
1761411342.224571,Relax
1761411342.2335958,Anxiety
1761411342.2436335,Relax
1761411342.2526464,Anxiety
1761411342.2617712,Relax
1761411342.270789,Relax
1761411342.2798061,Relax
1761411342.2898288,Focus
1761411342.298954,Focus
1761411342.3081553,Anxiety
1761411342.317176,Focus
1761411342.3261995,Relax
1761411342.3359523,Anxiety
1761411342.345277,Anxiety
1761411342.3542802,Focus
1761411342.362838,Anxiety
1761411342.3720415,Focus
1761411342.3810618,Focus
1761411342.390383,Focus
1761411342.3989265,Anxiety
1761411342.407972,Relax
1761411342.417001,Focus
1761411342.4263687,Focus
1761411342.435937,Focus
1761411342.4454796,Anxiety
1761411342.4570138,Relax
1761411342.4664383,Relax
1761411342.4764602,Anxiety
1761411342.4859798,Anxiety
1761411342.4953794,Relax
1761411342.504405,Focus
1761411342.5139341,Anxiety
1761411342.5239427,Relax
1761411342.5329614,Anxiety
1761411342.542017,Focus
1761411342.5512452,Focus
1761411342.5602696,Focus
1761411342.5693045,Anxiety
1761411342.5783458,Relax
1761411342.5876684,Anxiety
1761411342.5967045,Focus
1761411342.6062305,Relax
1761411342.6152444,Anxiety
1761411342.6242478,Anxiety
1761411342.6340036,Anxiety
1761411342.6430187,Anxiety
1761411342.6529865,Focus
1761411342.6629336,Focus
1761411342.6725883,Relax
1761411342.6815052,Anxiety
1761411342.6903126,Relax
1761411342.6993604,Anxiety
1761411342.708934,Focus
1761411342.7177176,Focus
1761411342.7268548,Focus
1761411342.7359273,Anxiety
1761411342.7449582,Relax
1761411342.7540922,Anxiety
1761411342.763604,Focus
1761411342.775147,Anxiety
1761411342.784654,Relax
1761411342.793665,Focus
1761411342.8032165,Relax
1761411342.8124301,Relax
1761411342.8220315,Relax
1761411342.831049,Anxiety
1761411342.8399773,Anxiety
1761411342.8491163,Anxiety
1761411342.85814,Anxiety
1761411342.867112,Relax
1761411342.8761554,Relax
1761411342.8852193,Anxiety
1761411342.8940134,Relax
1761411342.9030404,Relax
1761411342.9120755,Relax
1761411342.9212081,Anxiety
1761411342.9302306,Relax
1761411342.9400945,Anxiety
1761411342.949123,Focus
1761411342.9581494,Anxiety
1761411342.967024,Relax
1761411342.9760377,Anxiety
1761411342.984708,Focus
1761411342.9937158,Relax
1761411343.0024314,Anxiety
1761411343.0114894,Anxiety
1761411343.0212398,Relax
1761411343.0302718,Focus
1761411343.039703,Relax
1761411343.0487516,Relax
1761411343.057815,Anxiety
1761411343.0669818,Focus
1761411343.0760715,Relax
1761411343.0850897,Relax
1761411343.0940957,Focus
1761411343.1028519,Relax
1761411343.1119723,Focus
1761411343.1210053,Anxiety
1761411343.1298556,Relax
1761411343.1401737,Relax
1761411343.1503386,Relax
1761411343.1598845,Focus
1761411343.1694264,Relax
1761411343.1795764,Anxiety
1761411343.1901035,Anxiety
1761411343.199552,Focus
1761411343.2096043,Focus
1761411343.2191544,Relax
1761411343.2291832,Anxiety
1761411343.2397847,Anxiety
1761411343.2493074,Focus
1761411343.2592247,Focus
1761411343.2688308,Relax
1761411343.278355,Focus
1761411343.2883875,Anxiety
1761411343.2980194,Anxiety
1761411343.3091598,Relax
1761411343.3191195,Focus
1761411343.3292537,Focus
1761411343.3387735,Focus
1761411343.3526433,Focus
1761411343.3973243,Anxiety
1761411343.4501066,Relax
1761411343.4596443,Relax
1761411343.4686754,Relax
1761411343.4776986,Anxiety
1761411343.4869306,Anxiety
1761411343.4963057,Anxiety
1761411343.5069072,Relax
1761411343.5162008,Anxiety
1761411343.5259705,Relax
1761411343.5348587,Anxiety
1761411343.5445945,Focus
1761411343.5536036,Anxiety
1761411343.5626264,Focus
1761411343.5741713,Focus
1761411343.5832515,Anxiety
1761411343.5927715,Focus
1761411343.6019025,Anxiety
1761411343.6109378,Relax
1761411343.6199703,Anxiety
1761411343.6290007,Focus
1761411343.6385562,Anxiety
1761411343.6485963,Focus
1761411343.6586425,Relax
1761411343.6676784,Relax
1761411343.677203,Anxiety
1761411343.686177,Anxiety
1761411343.6952088,Relax
1761411343.7041917,Focus
1761411343.7131815,Anxiety
1761411343.7227106,Anxiety
1761411343.731527,Anxiety
1761411343.7400584,Focus
1761411343.7491531,Focus
1761411343.7582078,Focus
1761411343.767104,Focus
1761411343.7767503,Relax
1761411343.7862926,Anxiety
1761411343.794809,Focus
1761411343.8091269,Relax
1761411343.820285,Anxiety
1761411343.8288333,Focus
1761411343.8385658,Relax
1761411343.8470917,Focus
1761411343.8559089,Anxiety
1761411343.8644211,Relax
1761411343.8740814,Relax
1761411343.883088,Relax
1761411343.891975,Anxiety
1761411343.9009979,Anxiety
1761411343.911257,Focus
1761411343.9212923,Anxiety
1761411343.9303255,Relax
1761411343.940195,Relax
1761411343.9490497,Anxiety
1761411343.9580767,Focus
1761411343.9667978,Focus
1761411343.9758205,Anxiety
1761411343.9843383,Relax
1761411343.9933743,Focus
1761411344.0024104,Focus
1761411344.0116796,Relax
1761411344.022211,Focus
1761411344.0348263,Anxiety
1761411344.045198,Relax
1761411344.0547397,Anxiety
1761411344.0690262,Relax
1761411344.0815597,Focus
1761411344.0905833,Relax
1761411344.1001356,Relax
1761411344.1127214,Relax
1761411344.1227698,Relax
1761411344.1318371,Relax
1761411344.1415951,Relax
