timestamp,label
1761411352.3068972,Relax
1761411352.317081,Focus
1761411352.3267062,Relax
1761411352.3354032,Relax
1761411352.3439105,Relax
1761411352.3524153,Focus
1761411352.3609304,Focus
1761411352.3694453,Relax
1761411352.3779514,Anxiety
1761411352.3866904,Focus
1761411352.3952003,Focus
1761411352.4042232,Focus
1761411352.4128325,Focus
1761411352.4233303,Focus
1761411352.4338493,Relax
1761411352.4433792,Relax
1761411352.45295,Anxiety
1761411352.462124,Anxiety
1761411352.471144,Anxiety
1761411352.4805238,Focus
1761411352.490043,Relax
1761411352.4990597,Focus
1761411352.5082765,Focus
1761411352.5173373,Focus
1761411352.5269783,Anxiety
1761411352.536506,Relax
1761411352.5460186,Anxiety
1761411352.555712,Focus
1761411352.5647461,Anxiety
1761411352.5746913,Focus
1761411352.5837674,Focus
1761411352.5928175,Relax
1761411352.601834,Relax
1761411352.6110213,Focus
1761411352.6206324,Focus
1761411352.6297178,Relax
1761411352.6398015,Relax
1761411352.6483402,Relax
1761411352.6568491,Relax
1761411352.6659408,Anxiety
1761411352.6744497,Focus
1761411352.683328,Anxiety
1761411352.692381,Relax
1761411352.7011957,Anxiety
1761411352.7098517,Focus
1761411352.7185514,Relax
1761411352.7285278,Relax
1761411352.737653,Relax
1761411352.7470531,Anxiety
1761411352.7576146,Focus
1761411352.7671988,Focus
1761411352.7770524,Anxiety
1761411352.7861383,Focus
1761411352.795702,Relax
1761411352.807739,Anxiety
1761411352.817321,Anxiety
1761411352.828376,Anxiety
1761411352.8401704,Anxiety
1761411352.8497112,Relax
1761411352.859244,Anxiety
1761411352.868469,Anxiety
1761411352.878003,Relax
1761411352.8874233,Relax
1761411352.8968847,Focus
1761411352.907424,Anxiety
1761411352.917057,Anxiety
1761411352.926376,Focus
1761411352.935822,Focus
1761411352.9458637,Relax
1761411352.9557755,Relax
1761411352.9647894,Focus
1761411352.9743178,Focus
1761411352.9833248,Anxiety
1761411352.9923594,Relax
1761411353.0017745,Anxiety
1761411353.0112977,Relax
1761411353.0201252,Relax
1761411353.0297174,Relax
1761411353.0397637,Relax
1761411353.0485988,Focus
1761411353.0586345,Focus
1761411353.068758,Anxiety
1761411353.0782843,Relax
1761411353.087887,Anxiety
1761411353.0979195,Anxiety
1761411353.1074731,Anxiety
1761411353.116504,Focus
1761411353.126027,Focus
1761411353.135446,Relax
1761411353.1449747,Focus
1761411353.1541104,Anxiety
1761411353.1635454,Anxiety
1761411353.1742265,Relax
1761411353.1833718,Anxiety
1761411353.1926022,Focus
1761411353.2018523,Focus
1761411353.2112827,Anxiety
1761411353.220333,Anxiety
1761411353.229553,Relax
1761411353.2400906,Anxiety
1761411353.2491202,Anxiety
1761411353.2586253,Focus
1761411353.2681532,Anxiety
1761411353.277713,Relax
1761411353.287777,Focus
1761411353.2972994,Focus
1761411353.306939,Anxiety
1761411353.3169868,Relax
