timestamp,label
1761411353.3295457,Relax
1761411353.347403,Anxiety
1761411353.3599396,Focus
1761411353.3710313,Focus
1761411353.3828874,Anxiety
1761411353.3939235,Focus
1761411353.4034429,Focus
1761411353.4134982,Focus
1761411353.4250567,Relax
1761411353.4351428,Relax
1761411353.4457192,Anxiety
1761411353.456766,Anxiety
1761411353.4662914,Anxiety
1761411353.4769115,Relax
1761411353.4870183,Relax
1761411353.4973435,Focus
1761411353.508082,Anxiety
1761411353.5170872,Focus
1761411353.526973,Relax
1761411353.5366747,Relax
1761411353.5457125,Anxiety
1761411353.5562372,Focus
1761411353.5659857,Relax
1761411353.5760226,Relax
1761411353.5853918,Anxiety
1761411353.5944326,Relax
1761411353.6039603,Relax
1761411353.6134923,Anxiety
1761411353.62382,Anxiety
1761411353.6328728,Focus
1761411353.6425073,Focus
1761411353.6515355,Relax
1761411353.6610644,Anxiety
1761411353.6701097,Focus
1761411353.679648,Focus
1761411353.6907938,Anxiety
1761411353.699829,Focus
1761411353.709293,Relax
1761411353.718364,Relax
1761411353.727403,Anxiety
1761411353.73693,Focus
1761411353.7461808,Anxiety
1761411353.7557604,Anxiety
1761411353.7647903,Relax
1761411353.774307,Focus
1761411353.7833211,Relax
1761411353.7923458,Focus
1761411353.802394,Anxiety
1761411353.8119307,Relax
1761411353.8214688,Anxiety
1761411353.8311937,Anxiety
1761411353.8417385,Relax
1761411353.8512638,Focus
1761411353.860916,Relax
1761411353.8699389,Anxiety
1761411353.8794768,Relax
1761411353.89001,Anxiety
1761411353.8993695,Relax
1761411353.9094205,Focus
1761411353.9190354,Relax
1761411353.9286523,Anxiety
1761411353.9391856,Relax
1761411353.94838,Relax
1761411353.957906,Relax
1761411353.967091,Relax
1761411353.9769673,Relax
1761411353.9869173,Anxiety
1761411353.9961407,Anxiety
1761411354.0061886,Focus
1761411354.015173,Anxiety
1761411354.0243437,Focus
1761411354.03335,Anxiety
1761411354.0428624,Focus
1761411354.052016,Anxiety
1761411354.0611205,Relax
1761411354.0702221,Relax
1761411354.079393,Anxiety
1761411354.0904334,Relax
1761411354.0994604,Focus
1761411354.1084836,Anxiety
1761411354.1175196,Anxiety
1761411354.1271305,Focus
1761411354.136214,Relax
1761411354.1455703,Relax
1761411354.154601,Focus
1761411354.1636078,Relax
1761411354.1731246,Anxiety
1761411354.18184,Anxiety
1761411354.1909857,Focus
1761411354.199966,Focus
1761411354.2091746,Focus
1761411354.2197998,Focus
1761411354.2288294,Focus
1761411354.2393637,Focus
1761411354.24843,Anxiety
1761411354.257974,Anxiety
1761411354.2667882,Focus
1761411354.275435,Focus
1761411354.2839427,Anxiety
1761411354.292467,Anxiety
1761411354.3015432,Focus
1761411354.310592,Focus
1761411354.3196623,Focus
1761411354.3289587,Focus
1761411354.3379874,Focus
1761411354.347832,Anxiety
1761411354.357864,Relax
1761411354.3669832,Relax
1761411354.3765798,Focus
1761411354.3856838,Relax
