timestamp,label
1761017487.7451005,Relax
1761017487.755104,Anxiety
1761017487.7652218,Focus
1761017487.7740607,Focus
1761017487.7830892,Anxiety
1761017487.7922895,Anxiety
1761017487.8018246,Focus
1761017487.8133605,Focus
1761017487.8230948,Focus
1761017487.8330474,Focus
1761017487.8425772,Focus
1761017487.8515913,Focus
1761017487.8609695,Focus
1761017487.8710816,Focus
1761017487.8806205,Focus
1761017487.889642,Focus
1761017487.8986485,Anxiety
1761017487.9085433,Anxiety
1761017487.917827,Focus
1761017487.9271178,Anxiety
1761017487.936652,Focus
1761017487.9466863,Anxiety
1761017487.9557168,Anxiety
1761017487.9645927,Focus
1761017487.9741166,Relax
1761017487.9831629,Anxiety
1761017487.9925752,Relax
1761017488.0015996,Focus
1761017488.0110955,Focus
1761017488.0202794,Focus
1761017488.0305212,Focus
1761017488.0395381,Relax
1761017488.0490744,Relax
1761017488.0583513,Relax
1761017488.0675137,Anxiety
1761017488.0764062,Focus
1761017488.0853646,Relax
1761017488.0953813,Relax
1761017488.1049,Anxiety
1761017488.1139948,Relax
1761017488.1230686,Focus
1761017488.1328738,Focus
1761017488.1422827,Relax
1761017488.1515996,Relax
1761017488.1607516,Anxiety
1761017488.1705763,Anxiety
1761017488.1800146,Relax
1761017488.1893942,Relax
1761017488.1983595,Relax
1761017488.2088192,Focus
1761017488.218358,Anxiety
1761017488.2278717,Anxiety
1761017488.2370539,Anxiety
1761017488.2463255,Relax
1761017488.2553573,Anxiety
1761017488.2645106,Anxiety
1761017488.2737463,Relax
1761017488.2826157,Relax
1761017488.2917774,Relax
1761017488.3007913,Relax
1761017488.3102062,Focus
1761017488.319627,Anxiety
1761017488.3296692,Focus
1761017488.3388233,Anxiety
1761017488.347805,Focus
1761017488.357372,Relax
1761017488.3667922,Focus
1761017488.3764567,Focus
1761017488.386007,Relax
1761017488.397645,Anxiety
1761017488.4071574,Anxiety
1761017488.4164748,Relax
1761017488.4254806,Anxiety
1761017488.4355185,Anxiety
1761017488.4448829,Anxiety
1761017488.4544022,Relax
1761017488.46341,Focus
1761017488.472649,Focus
1761017488.481773,Focus
1761017488.490563,Anxiety
1761017488.5000887,Relax
1761017488.5096133,Relax
1761017488.5191402,Relax
1761017488.528659,Anxiety
1761017488.5383976,Anxiety
1761017488.547456,Relax
1761017488.557067,Focus
1761017488.566588,Anxiety
1761017488.5765948,Focus
1761017488.5859518,Relax
1761017488.5955722,Relax
1761017488.6055787,Anxiety
1761017488.6162002,Focus
1761017488.625214,Focus
1761017488.6343212,Anxiety
1761017488.6433647,Focus
1761017488.6525435,Anxiety
1761017488.6614072,Focus
1761017488.6701767,Anxiety
1761017488.6791716,Relax
1761017488.6881926,Relax
1761017488.697392,Relax
1761017488.7063708,Anxiety
1761017488.7153823,Anxiety
1761017488.7245038,Relax
1761017488.7340915,Relax
1761017488.7430627,Relax
1761017488.7518528,Anxiety
1761017488.7608562,Relax
