timestamp,label
1761471394.182987,Relax
1761471394.1972165,Focus
1761471394.2086763,Focus
1761471394.2189462,Focus
1761471394.229474,Focus
1761471394.2391589,Focus
1761471394.248308,Focus
1761471394.2573385,Focus
1761471394.2663534,Focus
1761471394.2748604,Anxiety
1761471394.2834973,Anxiety
1761471394.2920046,Anxiety
1761471394.300868,Focus
1761471394.3093731,Focus
1761471394.3183944,Anxiety
1761471394.3275974,Anxiety
1761471394.3365903,Anxiety
1761471394.3466077,Focus
1761471394.3561423,Focus
1761471394.3650765,Anxiety
1761471394.3746035,Focus
1761471394.3844724,Anxiety
1761471394.3954382,Relax
1761471394.4048045,Focus
1761471394.4142199,Anxiety
1761471394.4234147,Anxiety
1761471394.4335256,Focus
1761471394.4431646,Anxiety
1761471394.453046,Focus
1761471394.463871,Focus
1761471394.4729319,Anxiety
1761471394.48259,Relax
1761471394.4935846,Focus
1761471394.5037918,Anxiety
1761471394.5132003,Relax
1761471394.5224774,Anxiety
1761471394.5319972,Relax
1761471394.5411236,Anxiety
1761471394.5511644,Relax
1761471394.5620003,Anxiety
1761471394.571217,Anxiety
1761471394.5802708,Focus
1761471394.5888083,Relax
1761471394.597342,Relax
1761471394.6063576,Relax
1761471394.6153693,Relax
1761471394.6242316,Relax
1761471394.6332428,Anxiety
1761471394.6417508,Anxiety
1761471394.6503813,Relax
1761471394.6592093,Relax
1761471394.6684825,Anxiety
1761471394.6782784,Focus
1761471394.6871614,Focus
1761471394.6967473,Focus
1761471394.7083197,Focus
1761471394.7178977,Relax
1761471394.7280858,Relax
1761471394.7376091,Anxiety
1761471394.7470813,Relax
1761471394.7566679,Relax
1761471394.7665365,Anxiety
1761471394.776116,Relax
1761471394.785629,Relax
1761471394.79519,Relax
1761471394.8039877,Anxiety
1761471394.8130944,Anxiety
1761471394.822179,Anxiety
1761471394.8311925,Relax
1761471394.8397017,Anxiety
1761471394.8482292,Relax
1761471394.8567395,Relax
1761471394.8657594,Relax
1761471394.8749394,Relax
1761471394.8839998,Relax
1761471394.8931785,Relax
1761471394.9021282,Focus
1761471394.911189,Focus
1761471394.9200382,Focus
1761471394.9290721,Anxiety
1761471394.938316,Relax
1761471394.9473462,Relax
1761471394.9568944,Focus
1761471394.9664822,Anxiety
1761471394.976018,Relax
1761471394.9852438,Relax
1761471394.9949064,Anxiety
1761471395.0038428,Relax
1761471395.0130663,Anxiety
1761471395.0220985,Focus
1761471395.0311623,Focus
1761471395.0401688,Relax
1761471395.0496054,Focus
1761471395.0586443,Anxiety
1761471395.0677032,Anxiety
1761471395.077535,Focus
1761471395.086578,Anxiety
1761471395.0960157,Relax
1761471395.1050177,Relax
1761471395.114547,Focus
1761471395.1238492,Focus
1761471395.1333978,Focus
1761471395.142476,Anxiety
1761471395.1513975,Focus
1761471395.1609151,Relax
1761471395.170301,Focus
1761471395.1798017,Focus
1761471395.1896436,Anxiety
1761471395.1992517,Focus
1761471395.2087789,Anxiety
1761471395.2188015,Relax
